name,light_years_from_earth,planet_mass,stellar_magnitude,discovery_date
Kepler-467 b,1521,5.69 Earths,12.428,2016

Kepler-46 b,2535,6 Jupiters,15.312,2012

Kepler-46 c,2535,0.376 Jupiters,15.312,2012

Kepler-46 d,2535,3.33 Earths,15.312,2014

Kepler-470 b,3033,112 Jupiters,13.282,2016

Kepler-471 b,4076,117 Jupiters,13.767,2016

Kepler-472 b,1000,10.5 Earths,13.898,2016

Kepler-473 b,2955,15.6 Earths,13.548,2016

Kepler-476 b,2654,9.69 Earths,14.018,2016

Kepler-477 b,1197,4.94 Earths,13.835,2016

Kepler-478 b,1370,7.8 Earths,14.156,2016

Kepler-479 b,1125,5.14 Earths,13.724,2016

Kepler-47 b,3344,2.07 Earths,15.31,2012

Kepler-47 c,3344,3.17 Earths,15.31,2012

Kepler-47 d,3344,19.02 Earths,15.31,2019

Kepler-480 b,2765,8.15 Earths,13.23,2016

Kepler-481 b,2654,6.8 Earths,14.054,2016

Kepler-483 b,2806,10.4 Earths,13.452,2016

Kepler-460 c,4156,26.1 Earths,13.834,2016

Kepler-461 b,2258,7.18 Earths,13.457,2016

Kepler-462 b,1946,0.16959 Jupiters,11.632,2016

Kepler-462 c,1946,6 Earths,11.632,2020

Kepler-463 b,1288,9.53 Earths,12.999,2016

Kepler-464 b,2178,10.9 Earths,12.75,2016

Kepler-465 b,1804,9.01 Earths,12.651,2016

Kepler-467 b,1521,5.69 Earths,12.428,2016

Kepler-46 b,2535,6 Jupiters,15.312,2012

Kepler-46 c,2535,0.376 Jupiters,15.312,2012

Kepler-46 d,2535,3.33 Earths,15.312,2014

Kepler-470 b,3033,112 Jupiters,13.282,2016

Kepler-471 b,4076,117 Jupiters,13.767,2016

Kepler-472 b,1000,10.5 Earths,13.898,2016

Kepler-473 b,2955,15.6 Earths,13.548,2016

Kepler-476 b,2654,9.69 Earths,14.018,2016

Kepler-477 b,1197,4.94 Earths,13.835,2016

Kepler-478 b,1370,7.8 Earths,14.156,2016

Kepler-479 b,1125,5.14 Earths,13.724,2016

Kepler-47 b,3344,2.07 Earths,15.31,2012

Kepler-47 c,3344,3.17 Earths,15.31,2012

Kepler-47 d,3344,19.02 Earths,15.31,2019

Kepler-480 b,2765,8.15 Earths,13.23,2016

Kepler-481 b,2654,6.8 Earths,14.054,2016

Kepler-483 b,2806,10.4 Earths,13.452,2016

Kepler-463 b,1288,9.53 Earths,12.999,2016

Kepler-464 b,2178,10.9 Earths,12.75,2016

Kepler-465 b,1804,9.01 Earths,12.651,2016

Kepler-466 b,1729,8.5 Earths,12.799,2016

Kepler-467 b,1521,5.69 Earths,12.428,2016

Kepler-468 b,1445,Unknown,13.852,2016

Kepler-46 b,2535,6 Jupiters,15.312,2012

Kepler-46 c,2535,0.376 Jupiters,15.312,2012

Kepler-46 d,2535,3.33 Earths,15.312,2014

Kepler-470 b,3033,112 Jupiters,13.282,2016

Kepler-471 b,4076,117 Jupiters,13.767,2016

Kepler-472 b,1000,10.5 Earths,13.898,2016

Kepler-473 b,2955,15.6 Earths,13.548,2016

Kepler-476 b,2654,9.69 Earths,14.018,2016

Kepler-477 b,1197,4.94 Earths,13.835,2016

Kepler-478 b,1370,7.8 Earths,14.156,2016

Kepler-479 b,1125,5.14 Earths,13.724,2016

Kepler-47 b,3344,2.07 Earths,15.31,2012

Kepler-47 c,3344,3.17 Earths,15.31,2012

Kepler-47 d,3344,19.02 Earths,15.31,2019

Kepler-480 b,2765,8.15 Earths,13.23,2016

Kepler-481 b,2654,6.8 Earths,14.054,2016

Kepler-483 b,2806,10.4 Earths,13.452,2016

Kepler-484 b,1247,5.82 Earths,13.077,2016

Kepler-485 b,3722,112 Jupiters,15.069,2016

Kepler-483 b,2806,10.4 Earths,13.452,2016

Kepler-484 b,1247,5.82 Earths,13.077,2016

Kepler-485 b,3722,112 Jupiters,15.069,2016

Kepler-486 b,1423,0.265 Jupiters,14.615,2016

Kepler-487 b,2846,Unknown,14.882,2016

Kepler-487 c,2846,7.65 Earths,14.882,2016

Kepler-488 b,3736,124 Jupiters,14.868,2016

Kepler-489 b,1206,0.145 Jupiters,14.221,2016

Kepler-48 c,1001,14.61 Earths,13.174,2012

Kepler-48 d,1001,7.93 Earths,13.174,2014

Kepler-490 b,4968,Unknown,14.843,2016

Kepler-491 b,2058,0.186 Jupiters,14.178,2016

Kepler-492 b,1918,0.21 Jupiters,14.644,2016

Kepler-494 b,2447,0.127 Jupiters,14.287,2016

Kepler-495 b,2149,23.8 Earths,14.942,2016

Kepler-496 b,1974,5.99 Earths,15.106,2016

Kepler-497 b,4214,30.4 Earths,14.95,2016

Kepler-498 b,3063,9.43 Earths,14.349,2016

Kepler-499 b,1816,5.35 Earths,14.63,2016

Kepler-49 b,1015,8 Earths,15.655,2012

Kepler-49 c,1015,5.9 Earths,15.655,2012

Kepler-49 d,1015,3.19 Earths,15.655,2014

Kepler-4 b,1592,24.472 Earths,12.285,2009

Kepler-500 b,2634,7.18 Earths,14.324,2016

Kepler-501 b,3671,17.1 Earths,14.886,2016

Kepler-483 b,2806,10.4 Earths,13.452,2016

Kepler-484 b,1247,5.82 Earths,13.077,2016

Kepler-485 b,3722,112 Jupiters,15.069,2016

Kepler-486 b,1423,0.265 Jupiters,14.615,2016

Kepler-487 b,2846,Unknown,14.882,2016

Kepler-487 c,2846,7.65 Earths,14.882,2016

Kepler-488 b,3736,124 Jupiters,14.868,2016

Kepler-489 b,1206,0.145 Jupiters,14.221,2016

Kepler-48 c,1001,14.61 Earths,13.174,2012

Kepler-48 d,1001,7.93 Earths,13.174,2014

Kepler-490 b,4968,Unknown,14.843,2016

Kepler-491 b,2058,0.186 Jupiters,14.178,2016

Kepler-492 b,1918,0.21 Jupiters,14.644,2016

Kepler-494 b,2447,0.127 Jupiters,14.287,2016

Kepler-495 b,2149,23.8 Earths,14.942,2016

Kepler-496 b,1974,5.99 Earths,15.106,2016

Kepler-497 b,4214,30.4 Earths,14.95,2016

Kepler-498 b,3063,9.43 Earths,14.349,2016

Kepler-499 b,1816,5.35 Earths,14.63,2016

Kepler-49 b,1015,8 Earths,15.655,2012

Kepler-49 c,1015,5.9 Earths,15.655,2012

Kepler-49 d,1015,3.19 Earths,15.655,2014

Kepler-4 b,1592,24.472 Earths,12.285,2009

Kepler-500 b,2634,7.18 Earths,14.324,2016

Kepler-501 b,3671,17.1 Earths,14.886,2016

Kepler-514 b,1485,3.61 Earths,12.273,2016

Kepler-515 b,832,2.73 Earths,12.913,2016

Kepler-516 b,2241,27.9 Earths,12.121,2016

Kepler-517 b,946,7.61 Earths,12.372,2016

Kepler-518 b,1102,5.1 Earths,12.573,2016

Kepler-519 b,804,5.06 Earths,12.77,2016

Kepler-51 b,2557,2.1 Earths,14.885,2012

Kepler-51 c,2557,4 Earths,14.885,2012

Kepler-51 d,2557,7.6 Earths,14.885,2014

Kepler-520 c,2035,1.24 Earths,12.798,2016

Kepler-522 b,2085,38.2 Earths,12.22,2016

Kepler-523 b,826,4.5 Earths,12.588,2016

Kepler-524 b,3452,4.31 Earths,14.082,2016

Kepler-524 c,3452,0.84 Earths,14.082,2016

Kepler-525 b,3239,7.41 Earths,13.613,2016

Kepler-526 b,2173,4.62 Earths,13.194,2016

Kepler-527 b,2447,8.45 Earths,13.471,2016

Kepler-528 b,2558,4.98 Earths,14.064,2016

Kepler-529 b,2606,4.12 Earths,13.779,2016

Kepler-529 c,2606,4.66 Earths,13.779,2016

Kepler-52 b,1049,0.42476 Jupiters,15.513,2012

Kepler-52 c,1049,0.14284 Jupiters,15.513,2012

Kepler-530 b,1493,9.32 Earths,13.502,2016

Kepler-531 b,825,8.15 Earths,13.566,2016

Kepler-532 b,1020,7.13 Earths,13.74,2016

Kepler-514 b,1485,3.61 Earths,12.273,2016

Kepler-515 b,832,2.73 Earths,12.913,2016

Kepler-516 b,2241,27.9 Earths,12.121,2016

Kepler-517 b,946,7.61 Earths,12.372,2016

Kepler-518 b,1102,5.1 Earths,12.573,2016

Kepler-519 b,804,5.06 Earths,12.77,2016

Kepler-51 b,2557,2.1 Earths,14.885,2012

Kepler-51 c,2557,4 Earths,14.885,2012

Kepler-51 d,2557,7.6 Earths,14.885,2014

Kepler-520 c,2035,1.24 Earths,12.798,2016

Kepler-522 b,2085,38.2 Earths,12.22,2016

Kepler-523 b,826,4.5 Earths,12.588,2016

Kepler-524 b,3452,4.31 Earths,14.082,2016

Kepler-524 c,3452,0.84 Earths,14.082,2016

Kepler-525 b,3239,7.41 Earths,13.613,2016

Kepler-526 b,2173,4.62 Earths,13.194,2016

Kepler-527 b,2447,8.45 Earths,13.471,2016

Kepler-528 b,2558,4.98 Earths,14.064,2016

Kepler-529 b,2606,4.12 Earths,13.779,2016

Kepler-529 c,2606,4.66 Earths,13.779,2016

Kepler-52 b,1049,0.42476 Jupiters,15.513,2012

Kepler-52 c,1049,0.14284 Jupiters,15.513,2012

Kepler-530 b,1493,9.32 Earths,13.502,2016

Kepler-531 b,825,8.15 Earths,13.566,2016

Kepler-532 b,1020,7.13 Earths,13.74,2016

Kepler-514 b,1485,3.61 Earths,12.273,2016

Kepler-515 b,832,2.73 Earths,12.913,2016

Kepler-516 b,2241,27.9 Earths,12.121,2016

Kepler-517 b,946,7.61 Earths,12.372,2016

Kepler-518 b,1102,5.1 Earths,12.573,2016

Kepler-519 b,804,5.06 Earths,12.77,2016

Kepler-51 b,2557,2.1 Earths,14.885,2012

Kepler-51 c,2557,4 Earths,14.885,2012

Kepler-51 d,2557,7.6 Earths,14.885,2014

Kepler-520 c,2035,1.24 Earths,12.798,2016

Kepler-522 b,2085,38.2 Earths,12.22,2016

Kepler-523 b,826,4.5 Earths,12.588,2016

Kepler-524 b,3452,4.31 Earths,14.082,2016

Kepler-524 c,3452,0.84 Earths,14.082,2016

Kepler-525 b,3239,7.41 Earths,13.613,2016

Kepler-526 b,2173,4.62 Earths,13.194,2016

Kepler-527 b,2447,8.45 Earths,13.471,2016

Kepler-528 b,2558,4.98 Earths,14.064,2016

Kepler-529 b,2606,4.12 Earths,13.779,2016

Kepler-529 c,2606,4.66 Earths,13.779,2016

Kepler-52 b,1049,0.42476 Jupiters,15.513,2012

Kepler-52 c,1049,0.14284 Jupiters,15.513,2012

Kepler-530 b,1493,9.32 Earths,13.502,2016

Kepler-531 b,825,8.15 Earths,13.566,2016

Kepler-532 b,1020,7.13 Earths,13.74,2016

Kepler-514 b,1485,3.61 Earths,12.273,2016

Kepler-515 b,832,2.73 Earths,12.913,2016

Kepler-516 b,2241,27.9 Earths,12.121,2016

Kepler-517 b,946,7.61 Earths,12.372,2016

Kepler-518 b,1102,5.1 Earths,12.573,2016

Kepler-519 b,804,5.06 Earths,12.77,2016

Kepler-51 b,2557,2.1 Earths,14.885,2012

Kepler-51 c,2557,4 Earths,14.885,2012

Kepler-51 d,2557,7.6 Earths,14.885,2014

Kepler-520 c,2035,1.24 Earths,12.798,2016

Kepler-522 b,2085,38.2 Earths,12.22,2016

Kepler-523 b,826,4.5 Earths,12.588,2016

Kepler-524 b,3452,4.31 Earths,14.082,2016

Kepler-524 c,3452,0.84 Earths,14.082,2016

Kepler-525 b,3239,7.41 Earths,13.613,2016

Kepler-526 b,2173,4.62 Earths,13.194,2016

Kepler-527 b,2447,8.45 Earths,13.471,2016

Kepler-528 b,2558,4.98 Earths,14.064,2016

Kepler-529 b,2606,4.12 Earths,13.779,2016

Kepler-529 c,2606,4.66 Earths,13.779,2016

Kepler-52 b,1049,0.42476 Jupiters,15.513,2012

Kepler-52 c,1049,0.14284 Jupiters,15.513,2012

Kepler-530 b,1493,9.32 Earths,13.502,2016

Kepler-531 b,825,8.15 Earths,13.566,2016

Kepler-532 b,1020,7.13 Earths,13.74,2016

Kepler-548 b,2452,Unknown,15.266,2016

Kepler-549 b,2072,11 Earths,14.805,2016

Kepler-54 b,886,21.5 Earths,16.282,2012

Kepler-54 c,886,19.8 Earths,16.282,2012

Kepler-54 d,886,2.96 Earths,16.282,2014

Kepler-550 b,1735,17.9 Earths,14.626,2016

Kepler-551 b,1015,7.9 Earths,15.278,2016

Kepler-552 b,2752,14.8 Earths,14.476,2016

Kepler-553 c,2376,Unknown,15.034,2016

Kepler-554 b,2252,17 Earths,14.49,2016

Kepler-555 b,3174,8.4 Earths,14.448,2016

Kepler-556 b,2201,5.65 Earths,14.316,2016

Kepler-557 b,6841,7.61 Earths,14.723,2016

Kepler-558 b,2159,6.21 Earths,14.899,2016

Kepler-559 b,2534,12.7 Earths,14.863,2016

Kepler-55 b,1888,0.135 Jupiters,15.746,2012

Kepler-55 c,1888,0.22 Jupiters,15.746,2012

Kepler-55 d,1888,3.15 Earths,15.746,2014

Kepler-55 e,1888,3.02 Earths,15.746,2014

Kepler-55 f,1888,3.15 Earths,15.746,2014

Kepler-560 b,357,3.61 Earths,15.66,2016

Kepler-561 b,2027,38.7 Earths,14.427,2016

Kepler-561 c,2027,7.65 Earths,14.427,2016

Kepler-562 b,3238,23.7 Earths,14.908,2016

Kepler-563 b,1844,9.75 Earths,14.901,2016

Kepler-548 b,2452,Unknown,15.266,2016

Kepler-549 b,2072,11 Earths,14.805,2016

Kepler-54 b,886,21.5 Earths,16.282,2012

Kepler-54 c,886,19.8 Earths,16.282,2012

Kepler-54 d,886,2.96 Earths,16.282,2014

Kepler-550 b,1735,17.9 Earths,14.626,2016

Kepler-551 b,1015,7.9 Earths,15.278,2016

Kepler-552 b,2752,14.8 Earths,14.476,2016

Kepler-553 c,2376,Unknown,15.034,2016

Kepler-554 b,2252,17 Earths,14.49,2016

Kepler-555 b,3174,8.4 Earths,14.448,2016

Kepler-556 b,2201,5.65 Earths,14.316,2016

Kepler-557 b,6841,7.61 Earths,14.723,2016

Kepler-558 b,2159,6.21 Earths,14.899,2016

Kepler-559 b,2534,12.7 Earths,14.863,2016

Kepler-55 b,1888,0.135 Jupiters,15.746,2012

Kepler-55 c,1888,0.22 Jupiters,15.746,2012

Kepler-55 d,1888,3.15 Earths,15.746,2014

Kepler-55 e,1888,3.02 Earths,15.746,2014

Kepler-55 f,1888,3.15 Earths,15.746,2014

Kepler-560 b,357,3.61 Earths,15.66,2016

Kepler-561 b,2027,38.7 Earths,14.427,2016

Kepler-561 c,2027,7.65 Earths,14.427,2016

Kepler-562 b,3238,23.7 Earths,14.908,2016

Kepler-563 b,1844,9.75 Earths,14.901,2016

Kepler-548 b,2452,Unknown,15.266,2016

Kepler-549 b,2072,11 Earths,14.805,2016

Kepler-54 b,886,21.5 Earths,16.282,2012

Kepler-54 c,886,19.8 Earths,16.282,2012

Kepler-54 d,886,2.96 Earths,16.282,2014

Kepler-550 b,1735,17.9 Earths,14.626,2016

Kepler-551 b,1015,7.9 Earths,15.278,2016

Kepler-552 b,2752,14.8 Earths,14.476,2016

Kepler-553 c,2376,Unknown,15.034,2016

Kepler-554 b,2252,17 Earths,14.49,2016

Kepler-555 b,3174,8.4 Earths,14.448,2016

Kepler-556 b,2201,5.65 Earths,14.316,2016

Kepler-557 b,6841,7.61 Earths,14.723,2016

Kepler-558 b,2159,6.21 Earths,14.899,2016

Kepler-559 b,2534,12.7 Earths,14.863,2016

Kepler-55 b,1888,0.135 Jupiters,15.746,2012

Kepler-55 c,1888,0.22 Jupiters,15.746,2012

Kepler-55 d,1888,3.15 Earths,15.746,2014

Kepler-55 e,1888,3.02 Earths,15.746,2014

Kepler-55 f,1888,3.15 Earths,15.746,2014

Kepler-560 b,357,3.61 Earths,15.66,2016

Kepler-561 b,2027,38.7 Earths,14.427,2016

Kepler-561 c,2027,7.65 Earths,14.427,2016

Kepler-562 b,3238,23.7 Earths,14.908,2016

Kepler-563 b,1844,9.75 Earths,14.901,2016

Kepler-548 b,2452,Unknown,15.266,2016

Kepler-549 b,2072,11 Earths,14.805,2016

Kepler-54 b,886,21.5 Earths,16.282,2012

Kepler-54 c,886,19.8 Earths,16.282,2012

Kepler-54 d,886,2.96 Earths,16.282,2014

Kepler-550 b,1735,17.9 Earths,14.626,2016

Kepler-551 b,1015,7.9 Earths,15.278,2016

Kepler-552 b,2752,14.8 Earths,14.476,2016

Kepler-553 c,2376,Unknown,15.034,2016

Kepler-554 b,2252,17 Earths,14.49,2016

Kepler-555 b,3174,8.4 Earths,14.448,2016

Kepler-556 b,2201,5.65 Earths,14.316,2016

Kepler-557 b,6841,7.61 Earths,14.723,2016

Kepler-558 b,2159,6.21 Earths,14.899,2016

Kepler-559 b,2534,12.7 Earths,14.863,2016

Kepler-55 b,1888,0.135 Jupiters,15.746,2012

Kepler-55 c,1888,0.22 Jupiters,15.746,2012

Kepler-55 d,1888,3.15 Earths,15.746,2014

Kepler-55 e,1888,3.02 Earths,15.746,2014

Kepler-55 f,1888,3.15 Earths,15.746,2014

Kepler-560 b,357,3.61 Earths,15.66,2016

Kepler-561 b,2027,38.7 Earths,14.427,2016

Kepler-561 c,2027,7.65 Earths,14.427,2016

Kepler-562 b,3238,23.7 Earths,14.908,2016

Kepler-563 b,1844,9.75 Earths,14.901,2016

Kepler-548 b,2452,Unknown,15.266,2016

Kepler-549 b,2072,11 Earths,14.805,2016

Kepler-54 b,886,21.5 Earths,16.282,2012

Kepler-54 c,886,19.8 Earths,16.282,2012

Kepler-54 d,886,2.96 Earths,16.282,2014

Kepler-550 b,1735,17.9 Earths,14.626,2016

Kepler-551 b,1015,7.9 Earths,15.278,2016

Kepler-552 b,2752,14.8 Earths,14.476,2016

Kepler-553 c,2376,Unknown,15.034,2016

Kepler-554 b,2252,17 Earths,14.49,2016

Kepler-555 b,3174,8.4 Earths,14.448,2016

Kepler-556 b,2201,5.65 Earths,14.316,2016

Kepler-557 b,6841,7.61 Earths,14.723,2016

Kepler-558 b,2159,6.21 Earths,14.899,2016

Kepler-559 b,2534,12.7 Earths,14.863,2016

Kepler-55 b,1888,0.135 Jupiters,15.746,2012

Kepler-55 c,1888,0.22 Jupiters,15.746,2012

Kepler-55 d,1888,3.15 Earths,15.746,2014

Kepler-55 e,1888,3.02 Earths,15.746,2014

Kepler-55 f,1888,3.15 Earths,15.746,2014

Kepler-560 b,357,3.61 Earths,15.66,2016

Kepler-561 b,2027,38.7 Earths,14.427,2016

Kepler-561 c,2027,7.65 Earths,14.427,2016

Kepler-562 b,3238,23.7 Earths,14.908,2016

Kepler-563 b,1844,9.75 Earths,14.901,2016

Kepler-548 b,2452,Unknown,15.266,2016

Kepler-549 b,2072,11 Earths,14.805,2016

Kepler-54 b,886,21.5 Earths,16.282,2012

Kepler-54 c,886,19.8 Earths,16.282,2012

Kepler-54 d,886,2.96 Earths,16.282,2014

Kepler-550 b,1735,17.9 Earths,14.626,2016

Kepler-551 b,1015,7.9 Earths,15.278,2016

Kepler-552 b,2752,14.8 Earths,14.476,2016

Kepler-553 c,2376,Unknown,15.034,2016

Kepler-554 b,2252,17 Earths,14.49,2016

Kepler-555 b,3174,8.4 Earths,14.448,2016

Kepler-556 b,2201,5.65 Earths,14.316,2016

Kepler-557 b,6841,7.61 Earths,14.723,2016

Kepler-558 b,2159,6.21 Earths,14.899,2016

Kepler-559 b,2534,12.7 Earths,14.863,2016

Kepler-55 b,1888,0.135 Jupiters,15.746,2012

Kepler-55 c,1888,0.22 Jupiters,15.746,2012

Kepler-55 d,1888,3.15 Earths,15.746,2014

Kepler-55 e,1888,3.02 Earths,15.746,2014

Kepler-55 f,1888,3.15 Earths,15.746,2014

Kepler-560 b,357,3.61 Earths,15.66,2016

Kepler-561 b,2027,38.7 Earths,14.427,2016

Kepler-561 c,2027,7.65 Earths,14.427,2016

Kepler-562 b,3238,23.7 Earths,14.908,2016

Kepler-563 b,1844,9.75 Earths,14.901,2016

Kepler-538 b,509,10.6 Earths,11.27,2016

Kepler-539 b,1002,0.97 Jupiters,12.444,2016

Kepler-539 c,1002,2.4 Jupiters,12.444,2016

Kepler-53 b,4456,0.34925 Jupiters,15.367,2012

Kepler-53 c,4456,36 Earths,15.367,2012

Kepler-53 d,4456,5.14 Earths,15.367,2014

Kepler-540 b,1273,7.8 Earths,12.293,2016

Kepler-541 b,3460,11.2 Earths,13.383,2016

Kepler-542 b,1422,3.09 Earths,13.606,2016

Kepler-543 b,724,6.8 Earths,13.598,2016

Kepler-544 b,3142,5.14 Earths,13.667,2016

Kepler-546 b,3326,39.1 Earths,14.325,2016

Kepler-547 b,1236,15.1 Earths,14.48,2016

Kepler-548 b,2452,Unknown,15.266,2016

Kepler-549 b,2072,11 Earths,14.805,2016

Kepler-54 b,886,21.5 Earths,16.282,2012

Kepler-54 c,886,19.8 Earths,16.282,2012

Kepler-54 d,886,2.96 Earths,16.282,2014

Kepler-550 b,1735,17.9 Earths,14.626,2016

Kepler-551 b,1015,7.9 Earths,15.278,2016

Kepler-552 b,2752,14.8 Earths,14.476,2016

Kepler-553 c,2376,Unknown,15.034,2016

Kepler-554 b,2252,17 Earths,14.49,2016

Kepler-555 b,3174,8.4 Earths,14.448,2016

Kepler-556 b,2201,5.65 Earths,14.316,2016

Kepler-54 b,886,21.5 Earths,16.282,2012

Kepler-54 c,886,19.8 Earths,16.282,2012

Kepler-54 d,886,2.96 Earths,16.282,2014

Kepler-550 b,1735,17.9 Earths,14.626,2016

Kepler-551 b,1015,7.9 Earths,15.278,2016

Kepler-552 b,2752,14.8 Earths,14.476,2016

Kepler-553 c,2376,Unknown,15.034,2016

Kepler-554 b,2252,17 Earths,14.49,2016

Kepler-555 b,3174,8.4 Earths,14.448,2016

Kepler-556 b,2201,5.65 Earths,14.316,2016

Kepler-557 b,6841,7.61 Earths,14.723,2016

Kepler-558 b,2159,6.21 Earths,14.899,2016

Kepler-559 b,2534,12.7 Earths,14.863,2016

Kepler-55 b,1888,0.135 Jupiters,15.746,2012

Kepler-55 c,1888,0.22 Jupiters,15.746,2012

Kepler-55 d,1888,3.15 Earths,15.746,2014

Kepler-55 e,1888,3.02 Earths,15.746,2014

Kepler-55 f,1888,3.15 Earths,15.746,2014

Kepler-560 b,357,3.61 Earths,15.66,2016

Kepler-561 b,2027,38.7 Earths,14.427,2016

Kepler-561 c,2027,7.65 Earths,14.427,2016

Kepler-562 b,3238,23.7 Earths,14.908,2016

Kepler-563 b,1844,9.75 Earths,14.901,2016

Kepler-564 b,2815,19.4 Earths,14.883,2016

Kepler-565 b,3396,12.9 Earths,15.231,2016

Kepler-563 b,1844,9.75 Earths,14.901,2016

Kepler-564 b,2815,19.4 Earths,14.883,2016

Kepler-565 b,3396,12.9 Earths,15.231,2016

Kepler-566 b,1841,5.27 Earths,15.217,2016

Kepler-567 b,1823,5.69 Earths,14.827,2016

Kepler-568 b,426,5.73 Earths,15.216,2016

Kepler-569 b,2082,10.1 Earths,14.244,2016

Kepler-56 c,2978,0.57 Jupiters,12.598,2012

Kepler-56 d,2978,5.61 Jupiters,12.598,2016

Kepler-570 b,1853,6.57 Earths,14.451,2016

Kepler-572 b,1646,7.18 Earths,14.679,2016

Kepler-573 b,2517,8.2 Earths,14.292,2016

Kepler-574 b,2228,6.3 Earths,14.671,2016

Kepler-576 b,2014,10.7 Earths,14.627,2016

Kepler-578 b,1766,4.66 Earths,14.578,2016

Kepler-579 b,1731,4.66 Earths,14.552,2016

Kepler-57 b,2101,0.36183 Jupiters,15.017,2012

Kepler-57 c,2101,9.1 Earths,15.017,2012

Kepler-580 b,1057,7.13 Earths,15.308,2016

Kepler-581 b,2296,7.41 Earths,14.701,2016

Kepler-582 b,2000,13.1 Earths,15.097,2016

Kepler-585 b,1909,8.4 Earths,14.188,2016

Kepler-586 b,2263,8.2 Earths,14.435,2016

Kepler-588 b,3945,7.41 Earths,14.8,2016

Kepler-589 b,1999,5.77 Earths,14.775,2016

Kepler-57 b,2101,0.36183 Jupiters,15.017,2012

Kepler-57 c,2101,9.1 Earths,15.017,2012

Kepler-580 b,1057,7.13 Earths,15.308,2016

Kepler-581 b,2296,7.41 Earths,14.701,2016

Kepler-582 b,2000,13.1 Earths,15.097,2016

Kepler-585 b,1909,8.4 Earths,14.188,2016

Kepler-586 b,2263,8.2 Earths,14.435,2016

Kepler-588 b,3945,7.41 Earths,14.8,2016

Kepler-589 b,1999,5.77 Earths,14.775,2016

Kepler-58 c,3162,0.16676 Jupiters,15.086,2012

Kepler-58 d,3162,8.96 Earths,15.086,2014

Kepler-590 b,4638,15.2 Earths,14.554,2016

Kepler-591 b,2561,11.4 Earths,14.628,2016

Kepler-592 b,3762,6.3 Earths,14.846,2016

Kepler-593 b,3176,8.6 Earths,14.622,2016

Kepler-594 b,2509,5.39 Earths,14.906,2016

Kepler-595 c,2097,3.3 Earths,15.067,2020

Kepler-596 b,3340,11.8 Earths,14.128,2016

Kepler-597 b,2164,6.21 Earths,14.12,2016

Kepler-598 b,2222,2.86 Earths,14.829,2016

Kepler-599 b,1822,8.45 Earths,15.067,2016

Kepler-59 c,3794,4.58 Earths,14.467,2012

Kepler-5 b,2935,2.111 Jupiters,13.325,2009

Kepler-600 b,2022,8.75 Earths,14.846,2016

Kepler-601 b,1353,4.27 Earths,14.151,2016

Kepler-594 b,2509,5.39 Earths,14.906,2016

Kepler-595 c,2097,3.3 Earths,15.067,2020

Kepler-596 b,3340,11.8 Earths,14.128,2016

Kepler-597 b,2164,6.21 Earths,14.12,2016

Kepler-598 b,2222,2.86 Earths,14.829,2016

Kepler-599 b,1822,8.45 Earths,15.067,2016

Kepler-59 c,3794,4.58 Earths,14.467,2012

Kepler-5 b,2935,2.111 Jupiters,13.325,2009

Kepler-600 b,2022,8.75 Earths,14.846,2016

Kepler-601 b,1353,4.27 Earths,14.151,2016

Kepler-602 b,3782,5.02 Earths,14.72,2016

Kepler-603 b,5022,7.51 Earths,14.969,2016

Kepler-603 c,5022,34.5 Earths,14.969,2016

Kepler-605 b,1816,2.67 Earths,14.376,2016

Kepler-605 c,1816,0.566 Earths,14.376,2016

Kepler-606 b,3964,11 Earths,14.895,2016

Kepler-609 b,3477,11.2 Earths,14.96,2016

Kepler-60 b,3344,4.19 Earths,13.95,2012

Kepler-60 c,3344,3.85 Earths,13.95,2012

Kepler-60 d,3344,4.16 Earths,13.95,2012

Kepler-610 c,2759,10.9 Earths,14.816,2016

Kepler-611 b,4552,3.36 Earths,14.734,2016

Kepler-612 b,4715,8.45 Earths,15.191,2016

Kepler-613 b,2810,5.86 Earths,14.795,2016

Kepler-614 b,1722,6.3 Earths,14.81,2016

Kepler-594 b,2509,5.39 Earths,14.906,2016

Kepler-595 c,2097,3.3 Earths,15.067,2020

Kepler-596 b,3340,11.8 Earths,14.128,2016

Kepler-597 b,2164,6.21 Earths,14.12,2016

Kepler-598 b,2222,2.86 Earths,14.829,2016

Kepler-599 b,1822,8.45 Earths,15.067,2016

Kepler-59 c,3794,4.58 Earths,14.467,2012

